id	proteins	go_cell	go_mol	go_bio	nb_proteins	mass_mean	length_mean
0.1.0.23	P12688 	plasma membrane [GO:0005886] cellular bud neck [GO:0005935] cytosol [GO:0005829] 	protein kinase regulator activity [GO:0019887] ATP binding [GO:0005524] protein serine/threonine kinase activity [GO:0004674] 	protein phosphorylation [GO:0006468] intracellular signal transduction [GO:0035556] cell wall organization [GO:0071555] endocytosis [GO:0006897] eisosome assembly [GO:0070941] glycerophospholipid metabolic process [GO:0006650] peptidyl-serine phosphorylation [GO:0018105] response to pheromone involved in conjugation with cellular fusion [GO:0000749] protein autophosphorylation [GO:0046777] negative regulation of sphingolipid biosynthesis involved in cellular sphingolipid homeostasis [GO:0090157] negative regulation of phospholipid translocation [GO:0061093] 	1	76480.0	680.0
0.1.0.24	Q04399 P38993 P28006 	high-affinity iron permease complex [GO:0033573] 	copper ion binding [GO:0005507] ferroxidase activity [GO:0004322] 	iron ion transport [GO:0006826] iron ion transmembrane transport [GO:0034755] iron assimilation by reduction and transport [GO:0033215] synaptonemal complex organization [GO:0070193] meiotic nuclear division [GO:0007126] 	3	76724.6666667	679.0
0.1.0.25	P41812 	ribonuclease MRP complex [GO:0000172] nucleolar ribonuclease P complex [GO:0005655] telomerase holoenzyme complex [GO:0005697] cytoplasm [GO:0005737] 	ribonuclease P activity [GO:0004526] RNA binding [GO:0003723] 	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay [GO:0000294] rRNA processing [GO:0006364] tRNA 5'-leader removal [GO:0001682] tRNA processing [GO:0008033] intronic box C/D snoRNA processing [GO:0034965] 	1	100395.0	875.0
0.1.0.26	P38888 	endoplasmic reticulum lumen [GO:0005788] endoplasmic reticulum quality control compartment [GO:0044322] membrane [GO:0016020] 	calcium ion binding [GO:0005509] mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571] carbohydrate binding [GO:0030246] 	mannose trimming involved in glycoprotein ERAD pathway [GO:1904382] protein alpha-1,2-demannosylation [GO:0036508] endoplasmic reticulum unfolded protein response [GO:0030968] endoplasmic reticulum mannose trimming [GO:1904380] N-glycan processing [GO:0006491] glycoprotein ERAD pathway [GO:0097466] 	1	91246.0	796.0
0.1.0.27	Q06339 P32367 Q12308 	transcription factor TFIIIC complex [GO:0000127] 	DNA binding [GO:0003677] 	RNA polymerase III type 1 promoter transcriptional preinitiation complex assembly [GO:0000999] 5S class rRNA transcription from RNA polymerase III type 1 promoter [GO:0042791] transcription from a RNA polymerase III hybrid type promoter [GO:0001041] transcription from RNA polymerase III type 2 promoter [GO:0001009] RNA polymerase III type 2 promoter transcriptional preinitiation complex assembly [GO:0001021] regulation of transcription, DNA-templated [GO:0006355] 	3	71982.0	636.333333333
0.1.0.28	Q04377 Q03466 	cytoplasm [GO:0005737] nuclear chromosome [GO:0000228] 	damaged DNA binding [GO:0003684] 	DNA damage checkpoint [GO:0000077] establishment of protein localization [GO:0045184] chromatin modification [GO:0016569] DNA repair [GO:0006281] telomere maintenance via telomerase [GO:0007004] 	2	93212.5	815.5
0.1.0.29	P47030 P36115 	pre-autophagosomal structure [GO:0000407] 	 	autophagy [GO:0006914] fungal-type cell wall organization [GO:0031505] lipid metabolic process [GO:0006629] cellular response to starvation [GO:0009267] inositol lipid-mediated signaling [GO:0048017] 	2	68824.0	609.5
0.1.0.30	P10870 	integral component of plasma membrane [GO:0005887] plasma membrane [GO:0005886] 	sugar:proton symporter activity [GO:0005351] receptor activity [GO:0004872] glucose binding [GO:0005536] 	hexose transmembrane transport [GO:0035428] fructose transport [GO:0015755] mannose transport [GO:0015761] glucose transport [GO:0015758] glucose mediated signaling pathway [GO:0010255] signal transduction [GO:0007165] negative regulation of meiotic nuclear division [GO:0045835] detection of glucose [GO:0051594] 	1	96719.0	884.0
0.1.0.31	P40955 Q05029 P36122 Q08754 Q12114 Q06245 	exomer complex [GO:0034044] membrane [GO:0016020] 	 	Golgi to plasma membrane transport [GO:0006893] fungal-type cell wall chitin biosynthetic process [GO:0034221] cellular bud site selection [GO:0000282] protein transport [GO:0015031] 	6	85824.3333333	753.833333333
0.1.0.32	P38170 P40090 	nuclear condensin complex [GO:0000799] nucleus [GO:0005634] cytoplasm [GO:0005737] 	chromatin binding [GO:0003682] 	cell division [GO:0051301] tRNA gene clustering [GO:0070058] mitotic sister chromatid segregation [GO:0000070] mitotic chromosome condensation [GO:0007076] DNA unwinding involved in DNA replication [GO:0006268] 	2	79178.5	689.0
0.1.0.33	Q05670 	nucleus [GO:0005634] mating projection tip [GO:0043332] cytoplasm [GO:0005737] cell tip [GO:0051286] 	Rho guanyl-nucleotide exchange factor activity [GO:0005089] 	regulation of Rho protein signal transduction [GO:0035023] regulation of termination of mating projection growth [GO:0031385] cytogamy [GO:0000755] conjugation with cellular fusion [GO:0000747] karyogamy involved in conjugation with cellular fusion [GO:0000742] 	1	79037.0	677.0
0.1.0.34	Q06593 	Golgi trans cisterna [GO:0000138] integral component of plasma membrane [GO:0005887] plasma membrane [GO:0005886] peroxisome [GO:0005777] 	oligopeptide transmembrane transporter activity [GO:0035673] oligopeptide transporter activity [GO:0015198] 	vacuole fusion, non-autophagic [GO:0042144] cell redox homeostasis [GO:0045454] positive regulation of monopolar cell growth [GO:0051515] protein transport [GO:0015031] regulation of phospholipid translocation [GO:0061091] regulation of vacuole organization [GO:0044088] oligopeptide transport [GO:0006857] 	1	101261.0	877.0
0.1.0.35	Q08387 	cytoplasm [GO:0005737] DNA ligase IV complex [GO:0032807] 	DNA ligase (ATP) activity [GO:0003910] metal ion binding [GO:0046872] ATP binding [GO:0005524] DNA binding [GO:0003677] 	double-strand break repair via nonhomologous end joining [GO:0006303] nucleotide-excision repair, DNA gap filling [GO:0006297] DNA recombination [GO:0006310] cell division [GO:0051301] cell cycle [GO:0007049] DNA replication [GO:0006260] DNA biosynthetic process [GO:0071897] DNA ligation involved in DNA repair [GO:0051103] replicative cell aging [GO:0001302] 	1	108515.0	944.0
0.1.0.36	P07252 Q9ZZX1 P32843 P48237 P03876 P03875 	extrinsic component of mitochondrial inner membrane [GO:0031314] mitochondrion [GO:0005739] 	mRNA binding [GO:0003729] 	aerobic respiration [GO:0009060] mitochondrial mRNA catabolic process [GO:0000958] mRNA processing [GO:0006397] 	6	90089.3333333	781.0
0.1.0.37	P23561 	cytoplasm [GO:0005737] 	ATP binding [GO:0005524] SAM domain binding [GO:0032093] MAP kinase kinase kinase activity [GO:0004709] 	protein phosphorylation [GO:0006468] osmosensory signaling pathway via Sho1 osmosensor [GO:0007232] pseudohyphal growth [GO:0007124] MAPK cascade involved in cell wall organization or biogenesis [GO:0000196] invasive growth in response to glucose limitation [GO:0001403] cellular response to heat [GO:0034605] MAPK cascade involved in osmosensory signaling pathway [GO:0000161] signal transduction involved in filamentous growth [GO:0001402] pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750] activation of MAPKK activity [GO:0000186] regulation of transposition, RNA-mediated [GO:0010525] 	1	80721.0	717.0
0.1.0.38	P38700 P48365 P27351 P36000 P32864 	AP-1 adaptor complex [GO:0030121] clathrin-coated pit [GO:0005905] 	clathrin binding [GO:0030276] 	intracellular protein transport [GO:0006886] Golgi to vacuole transport [GO:0006896] vesicle-mediated transport [GO:0016192] 	5	77398.4	676.0
0.1.0.39	P26309 	nuclear periphery [GO:0034399] mitotic checkpoint complex [GO:0033597] anaphase-promoting complex [GO:0005680] 	anaphase-promoting complex binding [GO:0010997] ubiquitin-protein transferase activator activity [GO:0097027] 	negative regulation of cyclin-dependent protein serine/threonine kinase by cyclin degradation [GO:0008054] positive regulation of mitotic metaphase/anaphase transition [GO:0045842] mitotic nuclear division [GO:0007067] positive regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle [GO:0051441] positive regulation of protein catabolic process [GO:0045732] cell division [GO:0051301] positive regulation of ubiquitin protein ligase activity [GO:1904668] mitotic spindle assembly checkpoint [GO:0007094] regulation of meiotic nuclear division [GO:0040020] 	1	67360.0	610.0
0.1.0.40	P47050 	Cul8-RING ubiquitin ligase complex [GO:0035361] cytoplasm [GO:0005737] nucleus [GO:0005634] 	ubiquitin-protein transferase activity [GO:0004842] ubiquitin protein ligase binding [GO:0031625] 	DNA repair [GO:0006281] cell division [GO:0051301] replication fork processing [GO:0031297] cell cycle [GO:0007049] ubiquitin-dependent protein catabolic process [GO:0006511] negative regulation of transposition, RNA-mediated [GO:0010526] nonfunctional rRNA decay [GO:0070651] regulation of mitotic nuclear division [GO:0007088] protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787] 	1	99326.0	842.0
0.1.0.41	Q12469 	plasma membrane [GO:0005886] nucleus [GO:0005634] cytoplasm [GO:0005737] 	ATP binding [GO:0005524] protein serine/threonine kinase activity [GO:0004674] receptor signaling protein serine/threonine kinase activity [GO:0004702] 	protein phosphorylation [GO:0006468] cell separation after cytokinesis [GO:0000920] sterol import [GO:0035376] negative regulation of gene expression [GO:0010629] negative regulation of sterol import by negative regulation of transcription from RNA polymerase II promoter [GO:1990872] mitotic cell cycle [GO:0000278] 	1	75331.0	655.0
0.1.0.42	P39923 	Iml1 complex [GO:1990130] Seh1-associated complex [GO:0035859] extrinsic component of fungal-type vacuolar membrane [GO:0097042] 	 	proline transport [GO:0015824] positive regulation of cellular response to amino acid starvation [GO:1903833] response to drug [GO:0042493] cellular response to nitrogen starvation [GO:0006995] positive regulation of autophagy [GO:0010508] protein transport [GO:0015031] transcription, DNA-templated [GO:0006351] negative regulation of TOR signaling [GO:0032007] regulation of autophagosome assembly [GO:2000785] urea transport [GO:0015840] regulation of transcription, DNA-templated [GO:0006355] 	1	69859.0	615.0
0.1.0.43	P41909 P34230 	integral component of peroxisomal membrane [GO:0005779] peroxisome [GO:0005777] 	peroxisomal fatty-acyl-CoA transporter activity [GO:0005325] ATP binding [GO:0005524] ATPase activity, coupled to transmembrane movement of substances [GO:0042626] 	fatty acid beta-oxidation [GO:0006635] fatty acid transport [GO:0015908] peroxisomal long-chain fatty acid import [GO:0015910] fatty-acyl-CoA transport [GO:0015916] long-chain fatty acid catabolic process [GO:0042758] very long-chain fatty acid catabolic process [GO:0042760] 	2	98575.5	861.5
0.1.0.44	P36102 	cytoplasmic mRNA processing body [GO:0000932] PAN complex [GO:0031251] 	metal ion binding [GO:0046872] ATP binding [GO:0005524] protein kinase activity [GO:0004672] poly(A) RNA binding [GO:0044822] 	DNA repair [GO:0006281] nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289] RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503] deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290] positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606] postreplication repair [GO:0006301] mRNA processing [GO:0006397] 	1	76455.0	679.0
0.1.0.45	P39011 P17121 	cytosol [GO:0005829] 	GTPase activator activity [GO:0005096] 	positive regulation of GTPase activity [GO:0043547] actin cytoskeleton organization [GO:0030036] establishment of cell polarity [GO:0030010] response to pheromone [GO:0019236] Rho protein signal transduction [GO:0007266] 	2	72311.0	643.5
0.1.0.46	Q02805 Q03656 	plasma membrane [GO:0005886] 	ubiquitin protein ligase binding [GO:0031625] 	ubiquitin-dependent endocytosis [GO:0070086] cellular response to glucose stimulus [GO:0071333] positive regulation of receptor internalization [GO:0002092] response to drug [GO:0042493] adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion [GO:0000754] 	2	87793.5	789.5
0.1.0.47	P39717 Q08886 	plasma membrane [GO:0005886] mitochondrion [GO:0005739] 	cAMP-dependent protein kinase inhibitor activity [GO:0004862] GTPase activating protein binding [GO:0032794] signal transducer activity [GO:0004871] 	signal transduction [GO:0007165] invasive growth in response to glucose limitation [GO:0001403] glucose mediated signaling pathway [GO:0010255] pseudohyphal growth [GO:0007124] negative regulation of Ras protein signal transduction [GO:0046580] 	2	99798.0	888.5
0.1.0.48	P15424 	mitochondrial matrix [GO:0005759] 	ATP binding [GO:0005524] RNA binding [GO:0003723] RNA strand annealing activity [GO:0033592] ATP-dependent RNA helicase activity [GO:0004004] 	transcription elongation from mitochondrial promoter [GO:0006392] RNA secondary structure unwinding [GO:0010501] RNA folding [GO:0034337] regulation of translation [GO:0006417] Group II intron splicing [GO:0000373] mRNA processing [GO:0006397] Group I intron splicing [GO:0000372] 	1	76269.0	664.0
0.1.0.49	P40150 P11484 	polysome [GO:0005844] cytoplasmic stress granule [GO:0010494] 	ATP binding [GO:0005524] unfolded protein binding [GO:0051082] ATPase activity [GO:0016887] 	ribosomal subunit export from nucleus [GO:0000054] translational frameshifting [GO:0006452] cytoplasmic translation [GO:0002181] regulation of translational fidelity [GO:0006450] 'de novo' cotranslational protein folding [GO:0051083] rRNA processing [GO:0006364] cellular response to glucose starvation [GO:0042149] 	2	66598.5	613.0
0.1.0.50	P50082 	anaphase-promoting complex [GO:0005680] 	enzyme activator activity [GO:0008047] ubiquitin-protein transferase activator activity [GO:0097027] 	proteolysis [GO:0006508] ascospore wall assembly [GO:0030476] meiosis I [GO:0007127] positive regulation of protein catabolic process [GO:0045732] cell division [GO:0051301] ascospore formation [GO:0030437] meiotic chromosome segregation [GO:0045132] positive regulation of ubiquitin protein ligase activity [GO:1904668] synaptonemal complex assembly [GO:0007130] meiotic DNA integrity checkpoint [GO:0044778] 	1	67027.0	593.0
0.1.0.51	P53973 	HDA1 complex [GO:0070823] 	identical protein binding [GO:0042802] chromatin binding [GO:0003682] NAD-dependent histone deacetylase activity (H3-K14 specific) [GO:0032041] 	gene silencing by RNA [GO:0031047] negative regulation of chromatin silencing involved in replicative cell aging [GO:0001308] transcription, DNA-templated [GO:0006351] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] negative regulation of transcription from RNA polymerase II promoter [GO:0000122] negative regulation of transcription by transcription factor localization [GO:0010621] regulation of chromatin silencing at telomere [GO:0031938] gene silencing involved in chronological cell aging [GO:0010978] histone deacetylation [GO:0016575] 	1	80070.0	706.0
0.1.0.52	P54199 	spindle pole body [GO:0005816] condensed nuclear chromosome kinetochore [GO:0000778] 	ATP binding [GO:0005524] protein serine/threonine/tyrosine kinase activity [GO:0004712] protein serine/threonine kinase activity [GO:0004674] 	protein phosphorylation [GO:0006468] spindle assembly [GO:0051225] spindle pole body duplication [GO:0030474] protein localization to kinetochore [GO:0034501] regulation of attachment of spindle microtubules to kinetochore [GO:0051988] mitotic spindle assembly checkpoint [GO:0007094] sister chromatid biorientation [GO:0031134] protein autophosphorylation [GO:0046777] 	1	86772.0	764.0
0.1.0.53	Q03407 	cell cortex [GO:0005938] cytosol [GO:0005829] 	ATP binding [GO:0005524] protein kinase activity [GO:0004672] protein serine/threonine kinase activity [GO:0004674] 	protein phosphorylation [GO:0006468] MAPK cascade involved in cell wall organization or biogenesis [GO:0000196] endocytosis [GO:0006897] cytoplasmic mRNA processing body assembly [GO:0033962] regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060211] peptidyl-serine phosphorylation [GO:0018105] late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511] 	1	86253.0	766.0
0.1.0.54	P38856 P40559 P53191 P53863 Q05785 P36117 	plasma membrane [GO:0005886] cellular bud neck [GO:0005935] clathrin-coated vesicle [GO:0030136] actin cortical patch [GO:0030479] 	1-phosphatidylinositol binding [GO:0005545] clathrin binding [GO:0030276] 	clathrin coat assembly [GO:0048268] endocytosis [GO:0006897] 	6	82306.1666667	722.666666667
0.1.0.55	Q06411 	nuclear chromosome, telomeric region [GO:0000784] U2-type post-mRNA release spliceosomal complex [GO:0071008] cytoplasm [GO:0005737] spliceosomal complex [GO:0005681] nucleolus [GO:0005730] 	nucleic acid binding [GO:0003676] 	negative regulation of double-strand break repair via nonhomologous end joining [GO:2001033] negative regulation of protein complex assembly [GO:0031333] negative regulation of protein binding [GO:0032091] negative regulation of DNA ligase activity [GO:1904876] generation of catalytic spliceosome for first transesterification step [GO:0000349] spliceosomal complex disassembly [GO:0000390] 	1	83049.0	708.0
0.1.0.56	P32571 	endosome [GO:0005768] late endosome membrane [GO:0031902] proteasome complex [GO:0000502] 	thiol-dependent ubiquitin-specific protease activity [GO:0004843] 	regulation of DNA replication [GO:0006275] free ubiquitin chain depolymerization [GO:0010995] protein deubiquitination [GO:0016579] endocytosis [GO:0006897] ubiquitin homeostasis [GO:0010992] intralumenal vesicle formation [GO:0070676] ATP export [GO:1904669] ubiquitin-dependent protein catabolic process [GO:0006511] ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162] 	1	105192.0	926.0
0.1.0.57	Q07807 	cytoplasm [GO:0005737] cytoplasmic side of mitochondrial outer membrane [GO:0032473] 	mRNA binding [GO:0003729] 	mitochondrion organization [GO:0007005] nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288] mitochondrion localization [GO:0051646] aerobic respiration [GO:0009060] nuclear-transcribed mRNA catabolic process [GO:0000956] intracellular mRNA localization [GO:0008298] 	1	98068.0	879.0
